PIN2,HOUSE_UNIT,PROPERTY_TYPE
14172220261012,1,2
14172220261013,1,2
14172220261014,1,2
14172220261015,1,2
14172220261016,1,2
14172220261017,1,2
14172220261018,1,2
14172220261019,1,2
14172220261020,1,2
14172220261021,1,2
14172220261022,1,2
14172220261023,1,2
14172220261024,1,2
14172220261025,1,2
14172220261026,1,2
14172220261027,1,2
14172220261028,1,2
14172220261029,1,2
14172220261030,1,2
14172220261031,1,2
14172220261032,1,2
14172220261033,1,2
14172220261034,1,2
14172220261035,1,2
14172220261036,1,2
14172220261037,1,2
14172220261038,1,2
14172220261039,1,2
14172220261040,1,2
14172220261041,1,2
14172220261042,1,2
14172220261043,1,2
14172220261044,1,2
14172220261045,1,2
14172220261046,1,2
14172220261047,1,2
14172220261048,1,2
14172220261049,1,2
14172220261050,1,2
14172220261051,1,2
14172220261052,1,2
14172220261053,1,2
14172220261054,1,2
14172230010000,0,5
14172230040000,6,4
14172230050000,10,4
14172230060000,0,5
14172230070000,15,4
14172230100000,0,5
14172230110000,0,5
14172230140000,12,4
14172230160000,42,4
14172230180000,53,4
14172230190000,53,4
14172230210000,72,4
14172230220000,62,4
14172230230000,62,4
14172230240000,45,4
14172230250000,0,5
14172230261001,1,2
14172230261002,1,2
14172230261003,1,2
14172230261004,1,2
14172230261005,1,2
14172230261006,1,2
14172230291001,1,2
14172230291002,1,2
14172230291003,1,2
14172230291004,1,2
14172230291005,1,2
14172230291006,1,2
14172230291007,1,2
14172230291008,1,2
14172230291009,1,2
14172230291010,1,2
14172230291011,1,2
14172230291012,1,2
14172230291013,1,2
14172230291014,1,2
14172230291015,1,2
14172230291016,1,2
14172230291017,1,2
14172230291018,1,2
14172230291020,0,7
14172230291021,0,7
14172230291022,0,7
14172230291023,0,7
14172230291024,0,7
14172230291025,0,7
14172230291026,0,7
14172230291027,0,7
14172230291028,0,7
14172230291029,0,7
14172230291030,0,7
14172230291031,0,7
14172230291032,0,7
14172230291033,0,7
14172230291034,0,7
14172230291035,0,7
14172230291036,0,7
14172230291037,0,7
14172230291038,0,7
14172230291039,0,7
14172230291040,0,7
14172230291041,0,7
14172230291042,0,7
14172230291043,0,7
14172230291044,0,7
14172230291045,0,7
14172230291046,0,7
14172230291047,1,2
14172230291048,1,2
14172230291049,1,2
14172230291050,1,2
14172230291051,1,2
14172230291052,1,2
14172230291053,1,2
14172230291054,1,2
14172230291055,1,2
14172230291056,1,2
14172230291057,1,2
14172230291058,1,2
14172230291059,1,2
14172230291060,1,2
14172230291061,1,2
14172230291062,1,2
14172230291063,1,2
14172230291064,1,2
14172230291065,1,2
14172230310000,16,4
14172240040000,0,5
14172240050000,6,4
14172240090000,8,4
14172240160000,35,4
14172240230000,0,5
14172240241001,1,2
14172240241002,1,2
14172240241003,1,2
14172240241004,1,2
14172240241005,1,2
14172240241006,1,2
14172240251001,1,2
14172240251002,1,2
14172240251003,1,2
14172240251004,1,2
14172240251005,1,2
14172240251006,1,2
14172240251007,0,7
14172240251008,0,7
14172240251009,0,7
14172240251011,0,7
14172240261001,1,2
14172240261002,1,2
14172240261003,1,2
14172240261004,1,2
14172240261005,1,2
14172240261006,1,2
14172240261007,1,2
14172240261008,1,2
14172240261009,0,7
14172240261011,0,7
14172240261012,0,7
14172240261013,0,7
14172240261014,0,7
14172240261015,0,7
14172240261016,0,7
14172240261017,0,7
14172240261018,0,7
14172240271001,1,2
14172240271002,1,2
14172240271003,1,2
14172240271004,1,2
14172240271005,1,2
14172240271006,1,2
14172240271007,1,2
14172240271008,1,2
14172240271009,1,2
14172240271010,1,2
14172240271011,1,2
14172240271012,1,2
14172240271013,1,2
14172240271014,1,2
14172240271015,1,2
14172240271016,1,2
14172240271017,1,2
14172240271018,1,2
14172240281001,1,2
14172240281002,1,2
14172240281003,1,2
14172240281004,1,2
14172240281005,1,2
14172240281006,1,2
14172240291001,1,2
14172240291002,1,2
14172240291003,1,2
14172240291004,1,2
14172240291005,1,2
14172240291006,1,2
14172240301001,1,2
14172240301002,1,2
14172240301003,1,2
14172240301004,1,2
14172240301005,1,2
14172240301006,1,2
14172240301007,1,2
14172240301008,1,2
14172240301009,1,2
14172240301010,1,2
14172240301011,1,2
14172240301012,1,2
14172240301013,1,2
14172240301014,1,2
14172240301015,1,2
14172240301016,1,2
14172240301017,1,2
14172240301018,1,2
14172240301019,1,2
14172240301020,1,2
14172240301021,1,2
14172240301022,1,2
14172240301023,1,2
14172240301024,1,2
14172240301025,1,2
14172240301026,1,2
14172240301027,1,2
14172240301028,1,2
14172240301029,1,2
14172240301030,1,2
14172240301031,1,2
14172240301032,1,2
14172240301033,1,2
14172240301034,1,2
14172240301035,1,2
14172240301036,1,2
14172240301037,1,2
14172240301039,1,2
14172240301040,1,2
14172240301041,1,2
14172240301042,1,2
14172240301043,1,2
14172240301044,1,2
14172240301045,1,2
14172240301046,1,2
14172240301047,1,2
14172240301048,1,2
14172240301049,1,2
14172240301050,1,2
14172240301051,1,2
14172240301052,1,2
14172240301053,1,2
14172240301054,1,2
14172240301055,1,2
14172240301056,1,2
14172240301057,1,2
14172240301058,1,2
14172240301059,1,2
14172240301060,1,2
14172240301061,1,2
14172240301062,1,2
14172240301063,1,2
14172240301064,1,2
14172240301065,1,2
14172240301066,1,2
14172240301067,1,2
14172240301068,1,2
14172240301069,1,2
14172240301070,1,2
14172240301071,1,2
14172240301072,1,2
14172240301073,1,2
14172240301074,1,2
14172240301075,1,2
14172240301076,1,2
14172240301077,1,2
14172240301080,1,2
14172240301081,1,2
14172240301082,1,2
14172240301084,1,2
14172240301085,1,2
14172240301086,1,2
14172240301087,1,2
14172240301088,1,2
14172240301089,1,2
14172240301090,1,2
14172240301091,1,2
14172240301092,1,2
14172240301093,1,2
14172240301094,1,2
14172240301095,1,2
14172240301096,1,2
14172240301097,1,2
14172240301098,1,2
14172240301099,1,2
14172240301100,1,2
14172240301101,1,2
14172240301102,1,2
14172240301103,1,2
14172240301104,1,2
14172240301105,1,2
14172240301106,1,2
14172240301107,1,2
14172240301108,1,2
14172240301109,1,2
14172250040000,0,5
14172250050000,2,3
14172250060000,3,3
14172250070000,0,5
14172250080000,2,3
14172250090000,0,5
14172250100000,0,5
14172250110000,0,5
14172250120000,0,5
14172250130000,2,3
14172250160000,22,4
14172250210000,11,4
14172250240000,15,4
14172250270000,3,3
14172250330000,0,5
14172250340000,12,4
14172250350000,0,5
14172250360000,0,5
14172250370000,12,4
14172250381001,1,2
14172250381002,1,2
14172250381003,1,2
14172250381004,1,2
14172250381005,1,2
14172250381006,1,2
14172250381007,1,2
14172250381008,1,2
14172250381009,0,7
14172250381010,0,7
14172250381011,0,7
14172250381012,0,7
14172250381013,0,7
14172250381014,0,7
14172250381015,0,7
14172250381016,0,7
14172250390000,11,4
14172250400000,11,4
14172250421002,1,2
14172250421003,1,2
14172250421004,1,2
14172250421006,1,2
14172250421007,1,2
14172250421008,1,2
14172260060000,31,4
14172260110000,11,4
14172260170000,0,5
14172260181001,1,2
14172260181002,1,2
14172260181003,1,2
14172260181004,1,2
14172260181005,1,2
14172260181006,1,2
14172260191001,1,2
14172260191002,1,2
14172260191003,1,2
14172260191004,1,2
14172260191005,1,2
14172260191006,1,2
14172260191007,1,2
14172260191008,1,2
14172260191009,1,2
14172260191010,1,2
14172260191011,1,2
14172260191012,1,2
14172260191013,1,2
14172260191014,1,2
14172260191015,1,2
14172260191016,1,2
14172260191017,1,2
14172260191018,1,2
14172260191019,1,2
14172260191020,1,2
14172260201001,1,2
14172260201002,1,2
14172260201003,1,2
14172260201004,1,2
14172260201005,1,2
14172260201006,1,2
14172260201007,1,2
14172260201008,1,2
14172260201009,1,2
14172260201010,1,2
14172260201011,1,2
14172260201012,1,2
14172260201013,1,2
14172260201014,1,2
14172260201015,1,2
14172260201016,1,2
14172260211001,1,2
14172260211002,1,2
14172260211003,1,2
14172260211004,1,2
14172260211005,1,2
14172260211006,1,2
14172260211007,0,7
14172260211008,0,7
14172260211009,0,7
14172260211010,0,7
14172260211011,0,7
14172260211012,0,7
14172260221001,1,2
14172260221002,1,2
14172260221003,1,2
14172260221004,1,2
14172260221005,1,2
14172260221006,1,2
14172260221007,1,2
14172260221008,1,2
14172260221009,0,7
14172260221010,0,7
14172260221011,0,7
14172260221012,0,7
14172260221013,0,7
14172260221014,0,7
14172260221015,0,7
14172260231001,1,2
14172260231002,1,2
14172260231003,1,2
14172260231004,1,2
14172260231005,1,2
14172260231006,1,2
14172260231007,1,2
14172260231008,1,2
14172260231009,0,7
14172260231010,0,7
14172260231011,0,7
14172260231012,0,7
14172260231013,0,7
14172260231014,0,7
14172260231015,0,7
14172260251001,1,2
14172260251002,1,2
14172260251003,1,2
14172260251004,1,2
14172260251005,1,2
14172260251006,1,2
14172260251007,1,2
14172260251008,1,2
14172260251009,1,2
14172260251010,1,2
14172260251015,1,2
14172260261001,1,2
14172260261002,1,2
14172260261003,1,2
14172260261004,1,2
14172260261005,1,2
14172260261006,1,2
14172260261007,1,2
14172260261008,1,2
14172260261009,0,7
14172260261010,0,7
14172260261011,0,7
14172260261012,0,7
14172260261013,0,7
14172260261014,0,7
14172260271001,1,2
14172260271002,1,2
14172260271003,1,2
14172260271004,1,2
14172260271005,1,2
14172260271006,1,2
14172260271007,1,2
14172260271008,1,2
14172260271009,1,2
14172260271010,1,2
14172260271012,1,2
14172260271013,1,2
14172260271014,1,2
14172260271015,1,2
14172260271016,1,2
14172260271017,1,2
14172260271018,1,2
14172260271019,1,2
14172260271020,1,2
14172260271021,1,2
14172260271022,1,2
14172260271023,1,2
14172260271024,1,2
14172260271025,1,2
14172260271026,1,2
14172260271027,1,2
14172260271028,1,2
14172260271029,1,2
14172260271030,1,2
14172260271031,1,2
14172260280000,16,4
14172270010000,0,5
14172270020000,26,4
14172270030000,16,4
14172270040000,31,4
14172270050000,6,4
14172270060000,5,4
14172270070000,20,4
14172270080000,12,4
14172270090000,19,4
14172270140000,15,4
14172270150000,16,4
14172270170000,0,5
14172270180000,0,5
14172270190000,0,5
14172270200000,0,5
14172270210000,0,5
14172270221001,1,2
14172270221003,1,2
14172270221004,1,2
14172270221005,1,2
14172270221009,0,7
14172270221010,0,7
14172270221011,0,7
14172270221012,0,7
14172270221013,0,7
14172270221014,0,7
14172270221015,0,7
14172270221016,1,2
14172270221017,1,2
14172270241001,1,2
14172270241002,1,2
14172270241003,1,2
14172270241004,1,2
14172270241005,1,2
14172270241006,1,2
14172270251001,1,2
14172270251002,1,2
14172270251003,1,2
14172270251004,1,2
14172270251005,1,2
14172270251006,1,2
14172270251007,1,2
14172270251008,1,2
14172270251009,1,2
14172270251010,1,2
14172270251011,1,2
14172270251012,1,2
14172270251013,1,2
14172270251014,1,2
14172270251015,1,2
14172270251016,1,2
14172270251017,1,2
14172270251018,1,2
14172270251019,1,2
14172280010000,153,4
14172280030000,39,4
14172280040000,4,3
14172280050000,6,4
14172280100000,19,4
14172280110000,0,5
14172280120000,27,4
14172280200000,6,4
14172280210000,8,4
14172280220000,16,4
14172280230000,0,5
14172280240000,0,5
14172280251001,1,2
14172280251002,1,2
14172280251003,1,2
14172280261001,1,2
14172280261002,1,2
14172280261003,1,2
14172280261004,1,2
14172280271001,1,2
14172280271002,1,2
14172280271003,1,2
14172280271004,1,2
14172280281001,1,2
14172280281002,1,2
14172280281003,1,2
14172280281004,1,2
14172280281005,1,2
14172280281006,1,2
14172280281007,1,2
14172280281008,1,2
14172280281009,1,2
14172280281010,0,7
14172280281011,0,7
14172280281012,0,7
14172280281013,0,7
14172280281014,0,7
14172280291001,1,2
14172280291002,1,2
14172280291003,1,2
14172280291004,1,2
14172280291005,1,2
14172280291006,1,2
14172280291007,1,2
14172280291008,1,2
14172280291009,1,2
14172290010000,12,4
14172290020000,36,4
14172290030000,0,5
14172290080000,194,4
14172290090000,10,4
14172290100000,0,5
14172290110000,54,4
14172290120000,60,4
14172290140000,0,5
14172290150000,0,5
14172290160000,0,5
14172290170000,0,5
14172290180000,193,4
14172290190000,0,5
14172290201001,0,5
14172290201002,1,2
14172290201004,1,2
14172290201005,1,2
14172290201006,1,2
14172290201007,1,2
14172290201008,1,2
14172290201009,1,2
14172290201010,1,2
14172290201011,1,2
14172290201012,1,2
14172290201013,1,2
14172290201014,1,2
14172290201015,1,2
14172290201016,0,7
14172290201017,0,7
14172290201018,0,7
14172290201019,0,7
14172290201020,0,7
14172290201021,0,7
14172290201022,0,7
14172290201023,0,7
14172290201024,0,7
14172290201025,0,7
14172290201026,0,7
14172290201027,0,7
14172290201028,0,7
14172290201029,0,7
14172290201030,0,7
14173030301023,0,7
14173060010000,0,5
14173060020000,0,5
14173070010000,0,5
14173100531001,1,2
14173100531002,1,2
14173100531004,1,2
14173100531006,1,2
14173160010000,0,5
14174000010000,0,5
14174000020000,0,5
14174000030000,0,5
14174000040000,0,5
14174000050000,0,5
14174000060000,0,5
14174000070000,0,5
14174000080000,0,5
14174000090000,0,5
14174000100000,0,5
14174000110000,0,5
14174010010000,20,4
14174010020000,14,4
14174010070000,1,1
14174010080000,2,3
14174010090000,2,3
14174010100000,4,3
14174010110000,43,4
14174010120000,2,3
14174010130000,2,3
14174010160000,6,4
14174010190000,41,4
14174010200000,47,4
14174010240000,0,5
14174010280000,15,4
14174010330000,44,4
14174010340000,6,4
14174010350000,40,4
14174010360000,2,3
14174010370000,2,3
14174010380000,1,1
14174010390000,1,1
14174010400000,6,4
14174010440000,8,4
14174010460000,6,4
14174010470000,6,4
14174010480000,37,4
14174010501001,1,2
14174010501002,1,2
14174010501003,1,2
14174010501004,1,2
14174010501005,1,2
14174010501006,1,2
14174010521001,1,2
14174010521002,1,2
14174010521003,1,2
14174010521004,1,2
14174010521005,1,2
14174010521006,1,2
14174010531001,1,2
14174010531002,1,2
14174010531003,1,2
14174010531004,1,2
14174010531005,1,2
14174010531006,1,2
14174010531007,1,2
14174010541001,1,2
14174010541002,1,2
14174010541004,1,2
14174010541005,1,2
14174010541006,1,2
14174010551001,1,2
14174010551002,1,2
14174010551003,1,2
14174010551004,1,2
14174010551005,1,2
14174010551006,1,2
14174010551007,1,2
14174010561001,1,2
14174010561002,1,2
14174010561003,1,2
14174010561004,1,2
14174010561005,1,2
14174010561006,1,2
14174010571001,1,2
14174010571002,1,2
14174010571003,1,2
14174010571004,1,2
14174010571005,1,2
14174010571006,1,2
14174010580000,1,1
14174010590000,1,1
14174010600000,1,1
14174010610000,1,1
14174010620000,1,1
14174010630000,1,1
14174010640000,1,1
14174010650000,1,1
14174010660000,1,1
14174010670000,1,1
14174010701001,1,2
14174010701002,1,2
14174010701003,1,2
14174010701004,1,2
14174010701005,1,2
14174010701006,1,2
14174010701007,1,2
14174010701008,1,2
14174010701009,1,2
14174010701010,1,2
14174010701011,1,2
14174010701012,1,2
14174010701013,1,2
14174010701014,1,2
14174010701015,1,2
14174010701016,1,2
14174010701017,1,2
14174010701018,1,2
14174010701019,1,2
14174010701020,1,2
14174010701021,1,2
14174010701022,1,2
14174010701023,1,2
14174010701024,1,2
14174010701025,1,2
14174010701026,1,2
14174010701027,1,2
14174010701028,1,2
14174010701029,1,2
14174010701030,1,2
14174010701031,1,2
14174010701032,1,2
14174010701033,1,2
14174010701034,1,2
14174010701035,1,2
14174010701036,1,2
14174010701037,1,2
14174010701038,1,2
14174010701039,1,2
14174010701040,1,2
14174010711001,1,2
14174010711003,1,2
14174010711004,1,2
14174010721001,1,2
14174010721002,1,2
14174010721004,1,2
14174010721005,1,2
14174010721006,1,2
14174010721007,1,2
14174010721008,1,2
14174010731001,1,2
14174010731002,1,2
14174010731003,1,2
14174010731004,1,2
14174010731005,1,2
14174010731006,1,2
14174010731007,1,2
14174010731008,1,2
14174010731009,1,2
14174010731010,1,2
14174010731011,1,2
14174010731012,1,2
14174010731013,1,2
14174010731014,1,2
14174010731015,1,2
14174010731016,1,2
14174010731017,1,2
14174010731018,1,2
14174010731019,1,2
14174010731020,1,2
14174010731021,1,2
14174010741001,1,2
14174010741002,1,2
14174010741003,1,2
14174010741004,1,2
14174010741005,1,2
14174010741006,1,2
14174010771001,1,2
14174010771002,1,2
14174010771003,1,2
14174010771004,1,2
14174010771005,1,2
14174010771006,1,2
14174010771007,1,2
14174010771008,1,2
14174010771009,1,2
14174010771010,0,7
14174010771011,0,7
14174010771012,0,7
14174010771013,0,7
14174010771014,0,7
14174010771015,0,7
14174010771016,0,7
14174010771017,0,7
14174010771018,0,7
14174010771019,0,7
14174010771020,0,7
14174010771021,0,7
14174010771022,0,7
14174010771023,0,7
14174010771024,0,7
14174010771025,0,7
14174010771026,0,7
14174010771027,0,7
14174010771028,0,7
14174010771029,0,7
14174010771030,0,7
14174010771031,0,7
14174010771032,0,7
14174010771033,1,2
14174010771034,1,2
14174010771035,1,2
14174010771036,1,2
14174010771037,1,2
14174010771038,1,2
14174010771039,1,2
14174010771040,1,2
14174010771041,1,2
14174010771042,1,2
14174010771043,1,2
14174010771044,1,2
14174010771045,1,2
14174010771046,1,2
14174010781001,1,2
14174010781002,1,2
14174010781003,1,2
14174010781004,1,2
14174010781005,1,2
14174010781006,1,2
14174010781007,1,2
14174010781008,1,2
14174010781009,1,2
14174010781010,1,2
14174010781011,1,2
14174010781012,1,2
14174010781013,1,2
14174010781014,1,2
14174010781015,1,2
14174010781016,1,2
14174010781017,1,2
14174010781018,1,2
14174010781019,1,2
14174010781020,1,2
14174010781021,1,2
14174010781022,1,2
14174010781023,1,2
14174010781024,1,2
14174010781025,1,2
14174010781026,1,2
14174010781027,1,2
14174010781028,1,2
14174010781029,1,2
14174010781030,1,2
14174010781032,1,2
14174010781033,1,2
14174010781034,1,2
14174020010000,0,5
14174030010000,67,4
14174030020000,30,4
14174030060000,3,3
14174030070000,2,3
14174030080000,2,3
14174030130000,0,5
14174030140000,43,4
14174030150000,8,4
14174030160000,15,4
14174030270000,10,4
14174030300000,6,4
14174030310000,0,5
14174030320000,6,4
14174030330000,35,4
14174030340000,9,4
14174030350000,108,4
14174030360000,0,5
14174030380000,0,5
14174030390000,0,5
14174030410000,1,1
14174030420000,3,3
14174030431001,1,2
14174030431002,1,2
14174030431003,1,2
14174030431004,1,2
14174030431005,1,2
14174030431006,1,2
14174030451001,1,2
14174030451002,1,2
14174030451003,1,2
14174030451004,1,2
14174030451005,1,2
14174030451006,1,2
14174030451007,1,2
14174030451008,1,2
14174030451009,1,2
14174030451010,1,2
14174030451011,1,2
14174030451012,1,2
14174030451013,1,2
14174030451014,1,2
14174030461001,1,2
14174030461002,1,2
14174030461003,1,2
14174030461004,1,2
14174030461005,1,2
14174030461006,1,2
14174030471001,1,2
14174030471002,1,2
14174030471003,1,2
14174030481001,1,2
14174030481002,1,2
14174030481003,1,2
14174030481004,1,2
14174030481005,1,2
14174030481006,1,2
14174030491001,1,2
14174030491002,1,2
14174030491003,1,2
14174030491004,1,2
14174030491005,1,2
14174030491006,1,2
14174030491007,1,2
14174030491008,1,2
14174030491009,1,2
14174030491010,1,2
14174030501001,1,2
14174030501002,1,2
14174030501003,1,2
14174030501004,1,2
14174030501005,1,2
14174030501006,1,2
14174030501007,0,7
14174030501008,0,7
14174030501009,0,7
14174030501010,0,7
14174030501011,0,7
14174030511001,1,2
14174030511002,1,2
14174030511003,1,2
14174030511004,1,2
14174030511005,1,2
14174030511006,1,2
14174030561001,1,2
14174030561002,1,2
14174030561003,1,2
14174030561004,1,2
14174030561005,1,2
14174030561006,1,2
14174030561007,1,2
14174030561008,1,2
14174030561009,1,2
14174030561010,1,2
14174030561011,1,2
14174030561012,1,2
14174030561013,1,2
14174030561014,1,2
14174030561015,1,2
14174030561016,1,2
14174030561017,1,2
14174030561018,1,2
14174030561019,1,2
14174030561020,1,2
14174030561021,1,2
14174030561022,1,2
14174030561023,1,2
14174030561024,1,2
14174030561025,1,2
14174030561026,1,2
14174030561027,1,2
14174030561028,1,2
14174030561029,1,2
14174030561030,1,2
14174030561031,1,2
14174030561032,1,2
14174030561033,1,2
14174030561034,1,2
14174030561035,1,2
14174030561036,1,2
14174030561037,1,2
14174030561038,1,2
14174030561039,1,2
14174030561040,1,2
14174030561041,1,2
14174030561042,1,2
14174030561043,1,2
14174030561044,1,2
14174030561045,1,2
14174030561046,1,2
14174030561047,1,2
14174030561048,1,2
14174030561049,1,2
14174030561050,1,2
14174030561051,1,2
14174030561052,1,2
14174030561053,1,2
14174030561054,1,2
14174030561055,1,2
14174030561056,1,2
14174030561057,1,2
14174030561058,1,2
14174030561059,1,2
14174030561060,1,2
14174030561061,1,2
14174030561062,1,2
14174030561063,1,2
14174030561064,1,2
14174030561065,1,2
14174030561066,1,2
14174030561067,1,2
14174030561068,1,2
14174030561069,1,2
14174030561070,1,2
14174030561071,1,2
14174030561072,1,2
14174030561073,1,2
14174030561074,1,2
14174030561075,1,2
14174030561076,1,2
14174030561077,1,2
14174030561078,1,2
14174030561079,1,2
14174030561080,1,2
14174030561081,1,2
14174030561082,1,2
14174030561083,1,2
14174030561084,1,2
14174030561085,1,2
14174030561086,1,2
14174030561087,1,2
14174030561088,1,2
14174030561089,1,2
14174030561091,1,2
14174030561092,1,2
14174030561093,1,2
14174030561094,1,2
14174030561095,1,2
14174030561096,1,2
14174030561097,1,2
14174030561098,1,2
14174030561099,1,2
14174030561100,1,2
14174030561101,1,2
14174030561102,1,2
14174030561103,1,2
14174030561104,1,2
14174030561105,1,2
14174030561106,1,2
14174030561107,1,2
14174030561108,1,2
14174030561109,0,7
14174030561110,0,7
14174030561111,0,7
14174030561112,0,7
14174030561113,0,7
14174030561114,0,7
14174030561115,0,7
14174030561116,0,7
14174030561117,0,7
14174030561118,0,7
14174030561119,0,7
14174030561120,0,7
14174030561121,0,5
14174030561122,0,7
14174030561123,1,2
14174030561124,0,7
14174030561125,0,7
14174030561126,0,5
14174030561127,0,7
14174030561128,0,7
14174030561129,0,7
14174030561130,0,7
14174030561131,0,7
14174030561132,0,7
14174030561133,0,7
14174030561134,0,7
14174030561135,0,7
14174030561136,0,7
14174030561137,0,7
14174030561138,0,7
14174030561139,0,7
14174030561140,0,7
14174030561141,0,7
14174030561142,0,7
14174030561143,0,7
14174030561144,0,7
14174030561145,0,7
14174030561146,0,7
14174030561147,0,7
14174030561148,0,7
14174030561149,0,7
14174030561150,0,7
14174030561151,0,7
14174030561152,0,7
14174030561153,0,7
14174030561154,0,7
14174030561155,0,7
14174030561156,0,7
14174030561157,0,7
14174030561158,0,7
14174030561159,0,7
14174030561160,0,7
14174030561161,0,7
14174030561162,0,7
14174030561163,0,7
14174030561164,0,7
14174030561165,0,7
14174030561166,0,7
14174030561167,0,7
14174030561168,0,7
14174030561169,0,7
14174030561170,0,7
14174030561171,0,7
14174030561172,0,7
14174030561173,0,7
14174030561174,0,7
14174030561175,0,7
14174030561176,0,7
14174030561177,0,7
14174030561178,0,7
14174030561179,0,7
14174030561180,0,7
14174030561181,0,7
14174030561182,0,7
14174030561183,0,7
14174030561184,0,7
14174030561185,0,7
14174030561186,0,7
14174030561187,0,7
14174030561188,0,7
14174030561189,0,7
14174030561190,0,7
14174030561191,0,7
14174030561192,0,7
14174030561193,0,7
14174030561194,0,7
14174030561195,0,7
14174030561196,0,7
14174030561197,0,7
14174030561198,0,7
14174030561199,0,7
14174030561200,0,7
14174030561201,0,7
14174030561202,0,7
14174030561203,0,7
14174030561204,0,7
14174030561205,0,7
14174030561206,0,7
14174030561207,0,7
14174030561208,0,7
14174030561209,0,7
14174030561210,0,7
14174030561211,0,7
14174030561212,0,7
14174030561213,0,7
14174030561214,0,7
14174030561215,0,7
14174030561216,0,7
14174030561217,0,7
14174030561218,0,7
14174030561219,0,7
14174030561220,0,7
14174030561221,0,7
14174030561222,0,7
14174030561223,0,5
14174030561224,0,7
14174030561225,0,7
14174030561226,1,2
14174030561227,0,7
14174030561228,0,7
14174030561229,0,7
14174030561230,0,7
14174030561231,0,7
14174030561232,0,7
14174030561233,0,7
14174030561234,0,7
14174030561235,0,7
14174030561236,0,7
14174030561237,0,7
14174030561238,0,7
14174030561239,0,7
14174030561240,0,7
14174030561241,0,7
14174030561242,0,7
14174030561243,0,7
14174030561244,0,7
14174030561245,0,7
14174030561246,0,7
14174030570000,0,5
14174030580000,0,5
14174030590000,0,5
14174030600000,0,5
14174030610000,0,5
14174030621001,1,2
14174030621002,1,2
14174030621003,1,2
14174030621004,1,2
14174030621005,1,2
14174030621006,1,2
14174030621007,1,2
14174030621008,1,2
14174040030000,1,1
14174040040000,1,1
14174040050000,1,1
14174040100000,43,4
14174040110000,4,3
14174040120000,1,1
14174040140000,15,4
14174040160000,45,4
14174040180000,0,5
14174040190000,0,5
14174040200000,0,5
14174040210000,8,4
14174040220000,0,5
14174040230000,4,3
14174040240000,3,3
14174040250000,2,3
14174040260000,56,4
14174040270000,4,3
14174040280000,6,4
14174040290000,6,4
14174040360000,60,4
14174040370000,60,4
14174040380000,0,5
14174040390000,0,5
14174040420000,6,4
14174040430000,44,4
14174040440000,82,4
14174040450000,6,4
14174040470000,8,4
14174040480000,6,4
14174040490000,15,4
14174040500000,0,5
14174040510000,15,4
14174040520000,15,4
14174040530000,21,4
14174040540000,0,5
14174040561001,1,2
14174040561002,1,2
14174040561003,1,2
14174040561004,1,2
14174040561005,1,2
14174040561006,1,2
14174040561007,1,2
14174040561008,1,2
14174040561009,1,2
14174040561010,1,2
14174040561011,1,2
14174040561012,1,2
14174040561013,1,2
14174040561014,1,2
14174040561015,1,2
14174040561016,1,2
14174040571001,1,2
14174040571002,1,2
14174040571003,1,2
14174040571004,1,2
14174040571005,1,2
14174040571006,1,2
14174040571007,1,2
14174040571008,1,2
14174040571009,1,2
14174040571010,1,2
14174040571011,1,2
14174040571012,1,2
14174040571013,1,2
14174040571014,1,2
14174040571015,1,2
14174040571016,1,2
14174040571017,0,7
14174040571018,0,7
14174040571019,0,7
14174040571020,0,7
14174040571021,0,7
14174040571022,0,7
14174040571023,0,7
14174040571024,0,7
14174040571025,0,7
14174040571026,1,2
14174040571027,0,7
14174040571028,0,7
14174040571029,0,7
14174040571030,0,7
14174040581001,1,2
14174040581002,1,2
14174040581003,1,2
14174040581004,1,2
14174040581005,1,2
14174040581006,1,2
14174040591001,1,2
14174040591002,1,2
14174040591003,1,2
14174040591004,1,2
14174040591005,1,2
14174040591006,1,2
14174040591007,1,2
14174040591008,1,2
14174040591009,1,2
14174040591010,1,2
14174040591011,1,2
14174040591012,1,2
14174040591013,1,2
14174040591014,1,2
14174040591015,1,2
14174040591016,1,2
14174040591017,1,2
14174040591018,1,2
14174040591019,1,2
14174040601001,0,7
14174040601002,0,7
14174040601003,0,7
14174040601004,0,7
14174040601005,0,7
14174040601006,0,7
14174040601007,0,7
14174040601008,0,7
14174040601009,1,2
14174040601010,1,2
14174040601011,1,2
14174040601012,1,2
14174040601013,1,2
14174040601014,1,2
14174040601015,1,2
14174040601016,1,2
14174040601017,1,2
14174040601018,1,2
14174040611001,1,2
14174040611002,1,2
14174040611003,1,2
14174040611004,1,2
14174040611005,1,2
14174040611006,1,2
14174040611008,1,2
14174040611009,1,2
14174040611010,1,2
14174040611011,1,2
14174040611012,1,2
14174040611013,1,2
14174040611014,1,2
14174040611015,1,2
14174040611016,1,2
14174040611017,1,2
14174040611018,1,2
14174040611020,1,2
14174040611021,1,2
14174040611022,1,2
14174040611023,1,2
14174040611024,1,2
14174040611025,1,2
14174040611026,1,2
14174040611027,1,2
14174040611028,1,2
14174040611029,1,2
14174040611030,1,2
14174040611031,1,2
14174040611032,1,2
14174040611033,1,2
14174040611034,1,2
14174040611035,1,2
14174040611036,1,2
14174040611037,1,2
14174040611038,1,2
14174040611039,1,2
14174040611040,1,2
14174040611041,1,2
14174040611042,1,2
14174040611043,1,2
14174040611044,1,2
14174040611045,1,2
