PIN2,HOUSE_UNIT,PROPERTY_TYPE
16134260551002,1,2
16134260551003,1,2
16134260561001,1,2
16134260561002,1,2
16134260561003,1,2
16134260561004,1,2
16134260561005,1,2
16134260561006,1,2
16134270010000,1,1
16134270030000,1,1
16134270050000,0,5
16134270060000,0,5
16134270090000,1,1
16134270100000,1,1
16134270110000,1,1
16134270120000,1,1
16134270130000,3,3
16134270140000,1,1
16134270150000,1,1
16134270160000,1,1
16134270180000,1,1
16134270190000,1,1
16134270200000,1,1
16134270210000,1,1
16134270220000,1,1
16134270230000,1,1
16134270240000,1,1
16134270250000,0,5
16134270260000,0,5
16134270270000,0,5
16134270280000,0,5
16134270320000,0,5
16134270330000,0,5
16134270340000,0,5
16134270350000,0,5
16134270360000,0,5
16134270370000,0,5
16134270380000,0,5
16134270390000,0,5
16134270400000,3,3
16134270410000,4,3
16134270420000,0,5
16134270430000,4,3
16134270440000,4,3
16134270450000,0,5
16134270460000,0,5
16134270470000,0,5
16134270480000,0,5
16134270490000,0,5
16134270500000,0,5
16134270510000,0,5
16134270520000,0,5
16134270530000,0,5
16134270540000,0,5
16134270550000,0,5
16134270560000,0,5
16134270570000,0,5
16134270581001,1,2
16134270581002,1,2
16134270591001,1,2
16134270591002,1,2
16134270601001,1,2
16134270601002,1,2
16134270611001,1,2
16134270611002,1,2
16134270611003,1,2
16134270611004,1,2
16134280010000,0,5
16134280020000,0,5
16134280030000,0,5
16134280040000,0,5
16134280050000,0,5
16134280060000,0,5
16134280070000,0,5
16134280080000,0,5
16134280090000,0,5
16134280100000,0,5
16134280110000,0,5
16134280120000,0,5
16134280130000,0,5
16134280140000,0,5
16134280150000,0,5
16134280160000,0,5
16134280170000,0,5
16134280180000,0,5
16134280190000,0,5
16134280200000,0,5
16134280210000,0,5
16134280220000,0,5
16134280230000,0,5
16134280240000,0,5
16134280250000,0,5
16134280260000,1,1
16134280270000,1,1
16134280280000,1,1
16134280290000,1,1
16134280300000,1,1
16134280310000,1,1
16134280320000,1,1
16134280330000,1,1
16134280340000,1,1
16134280350000,1,1
16134280360000,1,1
16134280370000,1,1
16134280380000,1,1
16134280390000,1,1
16134280400000,1,1
16134280410000,0,5
16134280420000,0,5
16134280430000,0,5
16134280440000,0,5
16134280450000,0,5
16134280460000,0,5
16134280470000,0,5
16134280480000,0,5
16134290010000,0,5
16134290020000,1,1
16134290030000,1,1
16134290040000,1,1
16134290050000,1,1
16134290060000,1,1
16134290070000,1,1
16134290080000,1,1
16134290090000,1,1
16134290100000,1,1
16134290110000,1,1
16134290120000,1,1
16134290130000,1,1
16134290140000,1,1
16134290150000,1,1
16134290160000,1,1
16134290170000,1,1
16134290180000,1,1
16134290200000,0,5
16134290210000,0,5
16134290220000,0,5
16134290230000,0,5
16134290240000,0,5
16134290250000,0,5
16134290260000,0,5
16134290270000,0,5
16134290280000,0,5
16134290291001,1,2
16134290291002,1,2
16134290291003,1,2
16134290291004,1,2
16134290291005,1,2
16134290291006,1,2
16135000010000,0,5
16135000020000,0,5
16135000060000,0,5
16135000130000,0,5
16135000140000,0,5
16135000150000,0,5
16135000160000,0,5
16135000170000,0,5
16135000180000,0,5
16135000190000,0,5
16135000200000,0,5
16135000210000,0,5
16135000220000,0,5
16135000230000,0,5
16135000240000,0,5
16135000250000,0,5
16135000260000,0,5
16135000270000,0,5
16135000280000,0,5
16135000290000,0,5
16135000300000,0,5
16135000310000,0,5
16135000320000,0,5
16135000330000,0,5
16135000340000,0,5
16135000350000,0,5
16135000360000,0,5
16135000370000,0,5
16135000380000,0,5
16135000390000,0,5
16135000400000,0,5
16135000410000,0,5
16135000420000,0,5
16135000430000,0,5
16135000440000,0,5
16135000450000,0,5
16135000460000,0,5
16135000470000,0,5
16135000480000,0,5
16135000490000,0,5
16135000530000,0,5
16135010010000,0,5
16135010020000,0,5
16135010030000,0,5
16135010040000,0,5
16135010050000,0,5
16135010060000,0,5
16135010070000,0,5
16135010080000,0,5
16135010090000,0,5
16135010100000,0,5
16135010110000,0,5
16135010120000,0,5
16135010130000,0,5
16135010140000,0,5
16135020020000,0,5
16135020040000,0,5
16135030010000,0,5
16135030020000,0,5
16135030030000,0,5
16135030040000,0,5
16135030050000,0,5
16135030060000,0,5
16135030070000,0,5
16135030080000,0,5
16135030090000,0,5
16141000140000,0,5
16141000150000,0,5
16141000160000,0,5
16141000170000,0,5
16141000180000,2,3
16141000190000,2,3
16141000200000,3,3
16141000210000,2,3
16141000220000,2,3
16141000230000,2,3
16141000240000,2,3
16141000250000,2,3
16141000260000,2,3
16141000270000,2,3
16141000280000,2,3
16141000290000,2,3
16141000300000,3,3
16141000310000,2,3
16141000320000,2,3
16141000330000,2,3
16141000340000,0,5
16141010020000,0,5
16141010030000,0,5
16141010040000,0,5
16141010050000,0,5
16141010060000,0,5
16141010070000,0,5
16141010080000,0,5
16141010090000,0,5
16141010100000,2,3
16141010110000,2,3
16141010120000,2,3
16141010130000,3,3
16141010140000,2,3
16141010150000,3,3
16141010160000,2,3
16141010170000,3,3
16141010180000,2,3
16141010190000,2,3
16141010200000,3,3
16141010210000,2,3
16141010220000,0,5
16141010230000,0,5
16141010250000,10,4
16141010260000,0,5
16141010270000,0,5
16141010280000,0,5
16141010290000,0,5
16141010310000,3,3
16141020010000,0,5
16141020020000,3,3
16141020030000,3,3
16141020040000,3,3
16141020050000,3,3
16141020060000,2,3
16141020070000,3,3
16141020080000,3,3
16141020090000,0,5
16141020100000,3,3
16141020110000,2,3
16141020120000,3,3
16141020130000,2,3
16141020140000,2,3
16141020150000,3,3
16141020160000,2,3
16141020170000,2,3
16141020180000,3,3
16141020190000,2,3
16141020200000,0,5
16141020210000,0,5
16141020220000,0,5
16141020230000,0,5
16141020240000,2,3
16141020250000,3,3
16141020260000,3,3
16141020270000,3,3
16141020280000,2,3
16141020290000,2,3
16141020300000,2,3
16141020310000,0,5
16141020320000,11,4
16141020330000,0,5
16141030010000,2,3
16141030020000,3,3
16141030030000,2,3
16141030040000,2,3
16141030050000,0,5
16141030060000,2,3
16141030070000,2,3
16141030080000,2,3
16141030090000,2,3
16141030100000,2,3
16141030110000,2,3
16141030120000,2,3
16141030130000,2,3
16141030140000,0,5
16141030150000,2,3
16141030160000,6,4
16141030170000,0,5
16141030180000,2,3
16141030190000,2,3
16141030200000,2,3
16141030210000,2,3
16141030220000,3,3
16141030230000,3,3
16141030240000,0,5
16141030250000,0,5
16141030260000,2,3
16141030270000,0,5
16141030280000,3,3
16141030290000,0,5
16141030300000,3,3
16141030320000,3,3
16141030330000,2,3
16141030340000,3,3
16141030350000,3,3
16141030360000,1,1
16141030370000,1,1
16141030380000,1,1
16141030390000,1,1
16141040010000,10,4
16141040020000,0,5
16141040030000,0,5
16141040040000,15,4
16141040050000,0,5
16141040060000,0,5
16141040070000,0,5
16141050010000,0,5
16141050020000,0,5
16141050030000,2,3
16141050040000,2,3
16141050050000,2,3
16141050060000,4,3
16141050070000,2,3
16141050080000,3,3
16141050090000,2,3
16141050100000,2,3
16141050110000,0,5
16141050120000,0,5
16141050130000,3,3
16141050140000,0,5
16141050150000,0,5
16141050160000,3,3
16141050170000,3,3
16141050180000,0,5
16141050190000,0,5
16141050200000,2,3
16141050210000,0,5
16141050220000,3,3
16141050250000,0,5
16141050270000,3,3
16141050280000,0,5
16141050290000,6,4
16141050300000,19,4
16141050320000,2,3
16141050340000,6,4
16141060010000,0,5
16141060020000,0,5
16141060030000,0,5
16141060040000,0,5
16141060050000,6,4
16141060060000,0,5
16141060070000,0,5
16141060080000,0,5
16141060090000,2,3
16141060100000,0,5
16141060110000,0,5
16141060120000,4,3
16141060130000,0,5
16141060140000,6,4
16141060150000,0,5
16141060160000,0,5
16141060170000,0,5
16141060180000,0,5
16141060190000,0,5
16141060200000,3,3
16141060210000,3,3
16141060220000,2,3
16141060230000,3,3
16141060240000,0,5
16141060250000,2,3
16141070010000,0,5
16141070020000,3,3
16141070030000,2,3
16141070040000,3,3
16141070050000,0,5
16141070060000,3,3
16141070070000,2,3
16141070080000,2,3
16141070090000,0,5
16141070100000,0,5
16141070110000,3,3
16141070120000,2,3
16141070130000,2,3
16141070140000,0,5
16141070160000,0,5
16141070170000,0,5
16141070180000,3,3
16141070190000,0,5
16141070200000,0,5
16141070210000,0,5
16141070220000,2,3
16141070230000,2,3
16141070240000,0,5
16141070250000,2,3
16141070260000,0,5
16141070270000,0,5
16141070280000,0,5
16141070290000,0,5
16141070300000,86,4
16141070310000,1,1
16141070320000,1,1
16141080010000,4,3
16141080020000,0,5
16141080030000,0,5
16141080040000,6,4
16141080050000,6,4
16141080060000,0,5
16141080070000,0,5
16141080080000,2,3
16141080090000,2,3
16141080100000,2,3
16141080110000,23,4
16141080120000,0,5
16141080130000,3,3
16141080140000,3,3
16141080150000,2,3
16141080160000,3,3
16141080170000,2,3
16141080180000,2,3
16141080190000,2,3
16141080200000,2,3
16141080210000,2,3
16141080220000,2,3
16141080230000,2,3
16141080240000,3,3
16141080250000,2,3
16141080260000,3,3
16141080270000,2,3
16141080280000,3,3
16141080290000,0,5
16141090020000,3,3
16141090030000,3,3
16141090040000,0,5
16141090050000,2,3
16141090060000,3,3
16141090070000,3,3
16141090080000,3,3
16141090090000,3,3
16141090100000,2,3
16141090110000,2,3
16141090120000,3,3
16141090130000,3,3
16141090140000,0,5
16141090150000,3,3
16141090160000,0,5
16141090170000,3,3
16141090180000,2,3
16141090190000,0,5
16141090200000,3,3
16141090210000,2,3
16141090220000,4,3
16141090230000,0,5
16141090240000,1,1
16141090250000,3,3
16141090260000,2,3
16141090270000,2,3
16141090280000,2,3
16141090290000,46,4
16141090300000,2,3
16141090310000,0,5
16141090320000,1,1
16141090330000,0,5
16141090340000,6,4
16141090350000,1,1
16141090360000,1,1
16141090370000,1,1
16141090380000,1,1
16141090390000,1,1
16141090400000,0,5
16141100020000,0,5
16141100030000,2,3
16141100040000,4,3
16141100050000,4,3
16141100060000,2,3
16141100070000,3,3
16141100080000,0,5
16141100090000,3,3
16141100100000,3,3
16141100110000,2,3
16141100120000,3,3
16141100130000,3,3
16141100140000,2,3
16141100150000,2,3
16141100160000,2,3
16141100170000,2,3
16141100180000,2,3
16141100190000,2,3
16141100200000,0,5
16141100210000,0,5
16141100220000,0,5
16141100230000,0,5
16141100240000,2,3
16141100250000,2,3
16141100260000,2,3
16141100270000,3,3
16141100280000,3,3
16141100290000,3,3
16141100300000,0,5
16141100310000,3,3
16141100320000,2,3
16141100330000,3,3
16141100340000,2,3
16141100350000,3,3
16141100360000,1,1
16141100370000,3,3
16141100380000,4,3
16141100390000,0,5
16141100400000,0,5
16141110010000,0,5
16141110020000,0,5
16141110030000,3,3
16141110040000,2,3
16141110050000,3,3
16141110060000,4,3
16141110070000,3,3
16141110080000,3,3
16141110090000,3,3
16141110100000,3,3
16141110110000,2,3
16141110120000,0,5
16141110130000,3,3
16141110140000,2,3
16141110150000,0,5
16141110160000,3,3
16141110170000,0,5
16141110180000,0,5
16141110190000,2,3
16141110200000,2,3
16141110210000,3,3
16141110220000,2,3
16141110230000,2,3
16141110240000,3,3
16141110250000,3,3
16141110260000,3,3
16141110270000,4,3
16141110280000,0,5
16141110290000,0,5
16141110300000,0,5
16141110310000,4,3
16141110320000,4,3
16141110330000,0,5
16141110340000,6,4
16141110360000,1,1
16141110370000,1,1
16141120010000,0,5
16141120020000,8,4
16141120030000,3,3
16141120040000,3,3
16141120050000,0,5
16141120060000,2,3
16141120070000,3,3
16141120080000,2,3
16141120090000,3,3
16141120100000,2,3
16141120110000,2,3
16141120120000,2,3
16141120130000,3,3
16141120140000,2,3
16141120150000,2,3
16141120160000,2,3
16141120170000,3,3
16141120200000,3,3
16141120210000,2,3
16141120220000,3,3
16141120230000,2,3
16141120240000,3,3
16141120250000,2,3
16141120260000,2,3
16141120270000,2,3
16141120280000,2,3
16141120290000,2,3
16141120300000,3,3
16141120310000,7,4
16141120320000,2,3
16141120330000,2,3
16141120340000,2,3
16141120350000,3,3
16141120370000,0,5
16141120380000,1,1
16141120390000,1,1
16141130010000,0,5
16141130020000,6,4
16141130030000,6,4
16141130040000,0,5
16141130050000,0,5
16141130060000,4,3
16141130070000,4,3
16141130080000,4,3
16141130090000,5,4
16141130100000,2,3
16141130110000,2,3
16141130120000,0,5
16141130130000,6,4
16141130140000,6,4
16141130150000,3,3
16141130160000,2,3
16141130170000,0,5
16141130180000,1,1
16141130190000,0,5
16141130200000,2,3
16141130210000,2,3
16141130220000,0,5
16141130230000,2,3
16141130260000,13,4
16141130280000,1,1
16141130290000,1,1
16141130300000,1,1
16141130310000,1,1
16141130320000,1,1
16141130330000,1,1
16141130340000,1,1
16141130350000,0,5
16141130360000,1,1
16141130370000,1,1
16141130380000,1,1
16141130390000,1,1
16141130400000,1,1
16141130410000,1,1
16141130420000,1,1
16141130430000,1,1
16141130440000,0,5
16141140010000,0,5
16141140020000,0,5
16141140030000,0,5
16141140040000,0,5
16141140050000,0,5
16141140060000,0,5
16141140070000,0,5
16141140080000,0,5
16141140090000,0,5
16141140100000,0,5
16141140110000,0,5
16141140120000,0,5
16141140130000,0,5
16141140140000,0,5
16141140150000,0,5
16141140160000,0,5
16141140170000,0,5
16141140180000,0,5
16141140190000,0,5
16141140200000,0,5
16141140210000,0,5
16141140220000,0,5
16141140250000,0,5
16141140260000,0,5
16141140270000,0,5
16141150010000,0,5
16141150020000,0,5
16141150030000,0,5
16141150040000,0,5
16141150050000,0,5
16141160010000,0,5
16141160020000,0,5
16141160030000,0,5
16141160040000,0,5
16141160050000,0,5
16141170020000,0,5
16141170030000,0,5
16141180010000,0,5
16141180020000,0,5
16141180120000,0,5
16141180130000,0,5
16141180140000,0,5
16141180150000,0,5
16141180160000,0,5
16141180170000,0,5
16141180180000,0,5
16141180190000,0,5
16141180200000,0,5
16141180210000,0,5
16141180220000,0,5
16141180230000,0,5
16141180240000,0,5
16141180250000,0,5
16141180260000,0,5
16141180270000,0,5
16141190090000,0,5
16141190100000,0,5
16141190110000,0,5
16141190120000,0,5
16141190130000,0,5
16141190150000,0,5
16141190160000,0,5
16141190170000,0,5
16141190180000,0,5
16141190190000,0,5
16141190200000,0,5
16141190210000,0,5
16141190220000,0,5
16141190230000,0,5
16141190240000,0,5
16141190250000,0,5
16141190260000,0,5
16141190270000,0,5
16141190320000,0,5
16141200010000,0,5
16141200020000,2,3
16141200030000,3,3
16141200040000,2,3
16141200050000,3,3
16141200060000,3,3
16141200070000,3,3
16141200080000,0,5
16141200090000,0,5
16141200100000,0,5
16141200110000,0,5
16141200120000,0,5
16141200130000,0,5
16141200140000,0,5
16141200150000,3,3
16141200160000,0,5
16141200170000,0,5
16141200180000,0,5
16141200190000,0,5
16141200200000,0,5
16141200210000,0,5
16141200220000,0,5
16141200230000,0,5
16141200240000,0,5
16141200250000,0,5
16141200260000,0,5
16141200270000,0,5
16141200280000,0,5
16141200290000,0,5
16141200300000,0,5
16141200310000,0,5
16141200320000,0,5
16141200330000,0,5
16141200340000,0,5
16141200350000,0,5
16141200360000,0,5
16141200370000,0,5
16141200380000,0,5
16141200390000,0,5
16141200400000,0,5
16141200410000,0,5
16141200420000,0,5
16142000010000,1,1
16142000020000,0,5
16142000030000,0,5
16142000070000,0,5
16142000080000,0,5
16142000090000,0,5
16142000100000,0,5
16142000110000,0,5
16142000120000,0,5
16142000130000,3,3
16142000140000,0,5
16142000150000,3,3
16142000160000,2,3
16142000170000,0,5
16142000180000,1,1
16142000190000,1,1
16142000200000,0,5
16142000210000,3,3
16142000220000,4,3
16142000230000,6,4
16142000240000,0,5
16142000250000,0,5
16142000260000,0,5
16142000270000,7,4
16142000290000,6,4
16142010010000,0,5
16142010020000,3,3
16142010030000,0,5
16142010040000,15,4
16142010050000,0,5
16142010060000,0,5
16142010070000,0,5
16142010080000,0,5
16142010090000,0,5
16142010100000,0,5
16142010110000,2,3
16142010120000,0,5
16142010130000,3,3
16142010150000,0,5
16142010190000,0,5
16142010200000,3,3
16142010210000,0,5
16142010220000,3,3
16142010230000,0,5
16142010240000,4,3
16142010250000,2,3
16142010260000,1,1
16142010270000,0,5
16142010290000,0,5
16142010301001,1,2
16142010301002,1,2
16142010301003,1,2
16142010301004,1,2
16142010301005,1,2
16142010301006,1,2
16142010301007,1,2
16142010301008,1,2
16142010301009,1,2
16142010301010,1,2
16142010301011,1,2
16142010301012,1,2
16142010301013,1,2
16142010301014,1,2
16142010301015,1,2
16142010311001,1,2
16142010311002,1,2
16142010311003,1,2
16142010311004,1,2
16142010311005,1,2
16142010311006,1,2
16142020220000,22,4
16142020230000,0,5
16142020260000,0,5
16142020270000,2,3
16142020280000,0,5
16142020290000,3,3
16142020300000,0,5
16142020310000,0,5
16142020320000,0,5
16142020330000,0,5
16142020340000,0,5
16142020350000,0,5
16142020360000,0,5
16142020370000,2,3
16142020380000,0,5
16142020390000,2,3
16142020410000,2,3
16142020420000,3,3
16142020430000,3,3
16142020440000,0,5
16142020450000,0,5
16142020480000,31,4
16142020490000,0,5
16142020500000,12,4
16142020510000,0,5
16142020520000,15,4
16142020530000,0,5
16142020540000,1,1
16142020551001,1,2
16142020551002,1,2
16142020551003,1,2
16142020551004,1,2
16142030120000,0,5
16142030130000,0,5
16142030140000,0,5
16142030320000,0,5
16142030330000,0,5
16142030340000,0,5
16142030360000,0,5
16142030390000,0,5
16142030400000,0,5
16142030410000,0,5
16142030420000,0,5
16142030430000,0,5
16142030440000,0,5
16142030450000,0,5
16142030470000,0,5
16142030490000,0,5
16142030500000,0,5
16142030510000,0,5
16142030520000,0,5
16142030530000,0,5
16142030540000,0,5
16142030550000,0,5
16142040010000,0,5
16142040020000,0,5
16142040030000,0,5
16142040040000,0,5
16142040070000,1,1
16142040080000,1,1
16142040090000,1,1
16142040100000,0,5
16142040110000,0,5
16142040120000,1,1
16142040130000,1,1
16142040140000,3,3
16142040150000,1,1
16142040160000,0,5
16142040170000,0,5
16142040180000,0,5
16142040190000,0,5
16142040200000,0,5
16142040210000,0,5
16142040250000,0,5
16142040260000,0,5
16142040270000,0,5
16142040280000,1,1
16142040290000,0,5
16142040300000,0,5
16142040310000,1,1
16142040320000,3,3
16142040330000,4,3
16142040380000,1,1
16142040390000,1,1
16142040400000,1,1
16142040410000,1,1
16142040420000,1,1
16142040430000,1,1
16142040440000,0,5
16142040451001,1,2
16142040451002,1,2
16142040451003,1,2
16142040451004,1,2
16142040451005,1,2
16142040451006,1,2
16142040451007,1,2
16142050010000,15,4
16142050050000,15,4
16142050060000,15,4
16142050070000,15,4
16142050080000,15,4
16142050090000,15,4
16142050100000,15,4
16142050110000,1,1
16142050120000,3,3
16142050130000,4,3
16142050140000,3,3
16142050150000,0,5
16142050160000,0,5
16142050170000,3,3
16142050180000,0,5
16142050190000,3,3
16142050200000,0,5
16142050300000,1,1
16142050310000,0,5
16142050320000,1,1
16142050330000,2,3
16142050340000,3,3
16142050350000,1,1
16142050360000,3,3
16142050370000,3,3
16142050380000,0,5
16142050390000,0,5
16142050400000,15,4
16142050410000,15,4
16142050420000,15,4
16142050440000,0,5
16142060010000,0,5
16142060020000,0,5
16142060030000,0,5
16142060040000,3,3
16142060050000,2,3
16142060060000,2,3
16142060070000,1,1
16142060080000,1,1
16142060090000,3,3
16142060100000,2,3
16142060110000,2,3
16142060120000,0,5
16142060130000,1,1
16142060140000,0,5
16142060150000,0,5
16142060160000,3,3
16142060170000,2,3
16142060180000,2,3
16142060190000,1,1
16142060200000,0,5
16142060210000,2,3
16142060220000,0,5
16142060230000,0,5
16142060240000,0,5
16142060250000,0,5
16142060260000,0,5
16142060270000,0,5
16142060280000,0,5
16142060290000,0,5
16142060300000,0,5
16142060310000,2,3
16142060330000,0,5
16142060340000,2,3
16142060350000,2,3
16142060360000,2,3
16142060370000,0,5
16142060380000,0,5
16142060390000,3,3
16142060400000,2,3
16142060410000,2,3
16142060420000,3,3
16142060430000,0,5
16142060440000,6,4
16142060450000,3,3
16142060460000,3,3
16142060470000,0,5
16142060480000,0,5
16142060490000,0,5
16142060500000,0,5
16142060510000,0,5
16142060520000,0,5
16142060530000,0,5
16142060540000,0,5
16142060550000,0,5
16142060560000,0,5
16142060570000,2,3
16142060580000,2,3
16142060590000,0,5
16142070010000,0,5
16142070020000,0,5
16142070030000,0,5
16142070040000,0,5
16142070080000,0,5
16142070090000,0,5
16142080010000,2,3
16142080020000,2,3
16142080030000,2,3
16142080040000,19,4
16142080050000,18,4
16142080060000,1,1
16142080070000,2,3
16142080080000,0,5
16142080090000,0,5
16142080100000,0,5
16142080120000,3,3
16142080130000,3,3
16142080140000,2,3
16142080150000,38,4
16142080160000,0,5
16142080170000,3,3
16142080190000,0,5
16142080200000,1,1
16142080210000,2,3
16142080220000,0,5
16142080231001,1,2
16142080231002,1,2
16142080231003,1,2
16142080250000,3,3
16142090010000,1,1
16142090020000,2,3
16142090030000,2,3
16142090040000,2,3
16142090050000,3,3
16142090060000,3,3
16142090070000,0,5
16142090080000,2,3
16142090090000,2,3
16142090100000,2,3
16142090110000,1,1
16142090120000,4,3
16142090130000,0,5
16142090140000,1,1
16142090150000,3,3
16142090160000,3,3
16142090170000,3,3
16142090180000,2,3
16142090190000,1,1
16142090200000,2,3
16142090210000,2,3
16142090220000,2,3
16142090230000,0,5
16142090240000,6,4
16142090250000,3,3
16142090260000,1,1
16142090270000,2,3
16142090280000,1,1
16142090290000,2,3
16142090300000,1,1
16142090310000,0,5
16142090320000,2,3
16142090330000,2,3
16142090340000,0,5
16142090350000,0,5
16142090370000,3,3
16142090380000,2,3
16142090400000,0,5
16142090410000,3,3
16142090420000,2,3
16142090430000,0,5
16142090440000,0,5
16142090450000,0,5
16142090460000,0,5
16142090470000,0,5
16142100010000,12,4
16142100020000,2,3
16142100030000,2,3
16142100040000,3,3
16142100050000,2,3
16142100060000,0,5
16142100070000,6,4
16142100080000,6,4
16142100090000,2,3
16142100100000,2,3
16142100110000,3,3
16142100120000,3,3
16142100130000,2,3
16142100140000,3,3
16142100150000,0,5
16142100160000,2,3
16142100170000,0,5
16142100180000,1,1
16142100190000,0,5
16142100200000,0,5
16142100210000,0,5
16142100220000,0,5
16142100230000,0,5
16142100240000,0,5
16142100250000,2,3
16142100260000,0,5
16142100270000,3,3
16142100280000,0,5
16142100290000,0,5
16142100300000,0,5
16142100310000,0,5
16142100320000,0,5
16142100330000,0,5
16142100340000,0,5
16142100350000,0,5
16142100360000,0,5
16142100370000,0,5
16142100380000,0,5
16142110010000,0,5
16142110020000,0,5
16142110030000,0,5
16142120050000,0,5
16142120060000,0,5
16142120070000,0,5
16142120080000,0,5
16142120090000,0,5
16142120100000,0,5
16142120110000,0,5
16142120120000,0,5
16142130010000,0,5
16142130020000,0,5
16142130030000,0,5
16142130040000,0,5
16142130050000,0,5
16142130060000,0,5
16142130070000,2,3
16142130080000,0,5
16142130090000,1,1
16142130100000,2,3
16142130110000,3,3
16142130120000,0,5
16142130130000,0,5
16142130140000,0,5
16142130150000,0,5
16142130160000,0,5
16142130210000,0,5
16142140010000,23,4
16142140020000,3,3
16142140030000,0,5
16142140040000,3,3
16142140050000,3,3
16142140060000,0,5
16142140070000,2,3
16142140080000,2,3
16142140090000,1,1
16142140100000,0,5
16142140110000,0,5
16142140120000,0,5
16142140130000,0,5
16142140140000,0,5
16142140170000,0,5
16142140180000,0,5
16142140190000,0,5
16142140200000,0,5
16142140210000,0,5
16142140220000,6,4
16142140230000,0,5
16142140240000,9,4
16142140280000,9,4
16142140290000,9,4
16142140300000,9,4
16142140311001,1,2
16142140311002,1,2
16142140311003,1,2
16142140311004,1,2
16142140311005,1,2
16142140311006,1,2
16142150010000,0,5
16142150020000,0,5
16142150030000,0,5
16142150050000,0,5
16142150070000,0,5
16142150080000,0,5
16142150090000,0,5
16142150100000,0,5
16142150110000,0,5
16142150120000,0,5
16142150130000,0,5
16142150140000,0,5
16142150150000,6,4
16142150160000,0,5
16142160010000,0,5
16142160020000,0,5
16142160030000,0,5
16142160040000,0,5
16142160050000,0,5
16142160060000,2,3
16142160070000,0,5
16142160080000,0,5
16142160090000,3,3
16142160100000,0,5
16142160110000,0,5
16142160120000,4,3
16142160130000,0,5
16142160140000,0,5
16142160150000,2,3
16142160160000,0,5
16142160170000,0,5
16142160180000,15,4
16142160190000,0,5
16142160200000,0,5
16142160210000,0,5
16142160220000,0,5
16142160230000,3,3
16142160240000,0,5
16142160250000,2,3
16142160260000,2,3
16142160270000,0,5
16142160280000,0,5
16142160290000,0,5
16142160300000,2,3
16142160310000,2,3
16142160320000,2,3
16142160330000,2,3
16142160340000,0,5
16142160350000,13,4
16142160360000,0,5
16142160370000,0,5
16142180010000,0,5
16142180020000,0,5
16142180030000,3,3
16142180040000,0,5
16142180050000,0,5
16142180060000,0,5
16142180070000,0,5
16142180080000,4,3
16142180090000,0,5
16142180100000,4,3
16142180110000,2,3
16142180120000,2,3
16142180180000,0,5
16142180190000,2,3
16142180200000,2,3
16142180230000,0,5
16142180240000,3,3
16142180310000,3,3
16142190010000,0,5
16142190020000,0,5
16142190030000,0,5
16142190040000,0,5
16142190050000,0,5
16142190060000,0,5
16142190070000,0,5
16142190080000,6,4
16142190090000,0,5
16142190100000,0,5
16142190110000,0,5
16142190120000,0,5
16142190130000,0,5
16142190140000,0,5
16142200020000,0,5
16142200030000,0,5
16142200040000,0,5
16142200050000,0,5
16142200060000,0,5
16142200070000,0,5
16142200080000,15,4
16142200090000,3,3
16142200100000,2,3
16142200110000,2,3
16142200120000,0,5
16142200130000,0,5
16142200140000,3,3
16142200150000,0,5
16142200160000,0,5
16142200170000,0,5
16142200200000,0,5
16142200210000,1,1
16142200220000,1,1
16142200230000,1,1
16142200240000,1,1
16142200250000,1,1
16142200260000,0,5
16142210010000,0,5
16142210020000,1,1
16142210030000,0,5
16142210040000,2,3
16142210050000,2,3
16142210060000,3,3
16142210080000,2,3
16142210090000,3,3
16142210100000,0,5
16142210110000,0,5
16142210120000,0,5
16142210130000,0,5
16142210150000,18,4
16142220010000,0,5
16142220020000,0,5
16142220030000,1,1
16142220040000,0,5
16142220050000,0,5
16142220110000,0,5
16142220120000,0,5
16142220130000,0,5
16142220140000,0,5
16142220150000,2,3
16142220160000,3,3
16142220170000,0,5
16142220180000,0,5
16142220190000,3,3
16142220200000,3,3
16142220210000,0,5
16142220220000,0,5
16142220230000,0,5
16142220240000,0,5
16142230010000,0,5
16142230020000,0,5
16142240010000,0,5
16142240020000,0,5
16142240030000,0,5
16142240040000,2,3
16142240050000,0,5
16142240060000,2,3
16142240070000,1,1
16142240080000,0,5
16142240090000,0,5
16142240100000,0,5
16142240110000,2,3
16142240120000,2,3
16142240130000,3,3
16142240140000,0,5
16142240150000,0,5
16142240160000,3,3
16142240170000,0,5
16142240180000,10,4
16142240190000,0,5
16142240200000,0,5
16142240210000,2,3
16142240220000,0,5
16142240230000,2,3
16142240240000,3,3
16142240250000,3,3
16142240260000,2,3
16142240270000,2,3
16142240280000,2,3
16142240290000,1,1
16142240300000,0,5
16142240310000,2,3
16142240320000,3,3
16142240330000,2,3
16142240340000,3,3
16142240350000,2,3
16142240360000,0,5
16142240370000,3,3
16142240380000,3,3
16142240390000,6,4
16142240400000,0,5
16142240410000,3,3
16142240420000,2,3
16142240430000,2,3
16142240440000,3,3
16142240450000,3,3
16142240460000,2,3
16142240470000,0,5
16142240480000,0,5
16142240490000,0,5
16142240500000,0,5
16142260160000,0,5
16142260170000,2,3
16142260200000,0,5
16142260210000,0,5
16142260230000,0,5
16142260240000,0,5
16142260251001,1,2
16142260251002,1,2
16142260251003,1,2
16142260251004,1,2
16142260251005,1,2
16142260251006,1,2
16142260251007,1,2
16142260251008,1,2
16142260251009,1,2
16142260251010,1,2
16142260251011,1,2
16142260251012,1,2
